aaeelppr	[appealer, reappeal]
aehinooprrtt	[Ornithoptera, prototherian]
abcinorssttu	[obscurantist, substraction]
acghhinooppr	[graphophonic, phonographic]
adhimnoprssw	[swordmanship, wordsmanship]
aaccehilnort	[Acherontical, anchoretical]
aaelmnnorttu	[tournamental, ultramontane]
ceeiinnorsst	[intercession, recensionist]
aaceilnoprtu	[Inoperculata, precautional]
aeeillrrsttu	[reillustrate, ultrasterile]
cddehiilooor	[chloroiodide, iodochloride]
aacchiimnort	[achromatinic, chromatician]
aeeghinrrstt	[restraighten, straightener]
aeeeillnprtt	[interpellate, pantellerite]
aaccchiiorss	[isosaccharic, sacroischiac]
acdeiilmortt	[calotermitid, dilatometric]
aacehilmoprt	[metaphorical, pharmacolite]
aegiilnnortt	[intolerating, nitrogelatin]
acceiillnost	[callisection, clinoclasite]
ceeioprrssst	[Strepsiceros, strepsiceros]
abcfiiinortu	[rubification, urbification]
aabeiilnorrt	[irrationable, orbitelarian]
chiooopprrtt	[prototrophic, trophotropic]
eeghnoorstuy	[heterogynous, thyreogenous]
aceeillnnort	[centrolineal, crenellation]
aacdeglnotuu	[uncatalogued, uncoagulated]
eeimnoprsstu	[sempiternous, supermoisten]
cdeiinnorstu	[discontinuer, undiscretion]
aaciilnrsttu	[naturalistic, unartistical]
adefinnoortu	[foundationer, refoundation]
accehmnorrtu	[countercharm, countermarch]
abeeeilmnprt	[impenetrable, intemperable]
aaccelmntuuu	[acutenaculum, unaccumulate]
aaacdemnoors	[adenosarcoma, sarcoadenoma]
aciiilnoostt	[coalitionist, solicitation]
aacehilmnoor	[chloroanemia, choleromania]
acdeeioprstu	[dipteraceous, Epiceratodus]
abdeeiilnprv	[indeprivable, predivinable]
acceeilorstv	[rectovesical, vesicorectal]
acceenorrttu	[counteracter, countercarte]
eeghinopssty	[phytogenesis, pythogenesis]
abceilmnoptu	[incomputable, uncompatible]
acceinnnooss	[connoissance, nonaccession]
aeehinoorstu	[Heteroousian, heteroousian]
aehinoopprst	[nephroptosia, prosiphonate]
aeeilpprsttu	[perpetualist, pluriseptate]
acdeeeilnsst	[delicateness, delicatessen]
adeeiinorrtv	[rederivation, veratroidine]
abcfimoorsty	[cystofibroma, fibrocystoma]
ceeinooprrtt	[interoceptor, reprotection]
adegillnnotu	[dentolingual, linguodental]
aadeiiloprsu	[Lepidosauria, Pliosauridae]
adeehinopprs	[Nephropsidae, praesphenoid]
acdegnorrtuu	[counterguard, uncorrugated]
ceiimmnoorss	[commissioner, recommission]
aceghloppryy	[pelycography, pyrgocephaly]
ccccooprstuy	[Cryptococcus, cryptococcus]
aeghiilnoopr	[Oligonephria, oligophrenia]
aaiilnorstty	[antiroyalist, stationarily]
aeeinoprrsty	[arsenopyrite, pyroarsenite]
aehhoprsttyy	[hysteropathy, Hysterophyta]
aabcehiiortt	[Thiobacteria, thiobacteria]
aacghioprstt	[gastropathic, graphostatic]
abeeelnnprtu	[unpenetrable, unrepentable]
aacghilooprr	[colporrhagia, orographical]
acinnnorsttu	[noncurantist, unconstraint]
aeghhmoprrty	[mythographer, thermography]
cdehiioprrst	[creditorship, directorship]
abcddehiorry	[carbohydride, hydrocarbide]
aadelloorrst	[dorsolateral, laterodorsal]
aceehoprrstu	[Heterocarpus, urethrascope]
abeeilmnprty	[impenetrably, intemperably]
adhiioprrstt	[podarthritis, traditorship]
adelnoorrstv	[dorsoventral, ventrodorsal]
acdeimnoosty	[Monocystidae, Monocystidea]
aabdefimnoor	[adenofibroma, fibroadenoma]
acchiimnorst	[chiromancist, monarchistic]
aeiilmnrssuv	[Universalism, universalism]
eghilnooprst	[nephrologist, phrenologist]
aabfgiimnoor	[angiofibroma, fibroangioma]
aaceinorrttt	[reattraction, retractation]
aaeghlmnrstu	[manslaughter, slaughterman]
accehiilorst	[ischiorectal, sciotherical]
ceeegiinrstt	[energeticist, energetistic]
abeehiinnrtt	[terebinthian, terebinthina]
adiimnooprss	[adpromission, proadmission]
ccdhiioorrty	[cricothyroid, thyrocricoid]
acdeiiloprst	[prediastolic, psiloceratid]
aaceinnoprtt	[actinopteran, precantation]
aacgillmoost	[malacologist, mastological]
chiiimnrssuy	[Sisyrinchium, sisyrinchium]
ehinoopprssy	[nephropyosis, pyonephrosis]
acehlnooprst	[phrenocostal, plastochrone]
agiillopssss	[Salpiglossis, salpiglossis]
aaciiilprstt	[iatraliptics, partialistic]
aabbeiilnnot	[inobtainable, nonbilabiate]
aacfiiilnopt	[palification, pontificalia]
accehmoortty	[chromatocyte, thoracectomy]
eeelnnosssst	[notelessness, tonelessness]
aachiilmoprs	[aphorismical, parochialism]
aadeeilllmpr	[demiparallel, imparalleled]
eelnopssssst	[spotlessness, stoplessness]
addenoorrstv	[dorsoventrad, ventrodorsad]
aeefimoprrtv	[performative, preformative]
aceiilmnnopr	[nonempirical, prenominical]
acdeehnorstu	[countershade, decantherous]
acghioopprst	[coprophagist, topographics]
achimoopstty	[hypostomatic, somatophytic]
aabcdhinoopr	[Branchiopoda, podobranchia]
abceilnnopru	[preconnubial, pronunciable]
aceilooprrst	[corporealist, prosectorial]
acegilnorrtu	[crurogenital, genitocrural]
ddeefiiinntu	[indefinitude, unidentified]
defgiinoorsu	[gonidiferous, indigoferous]
ceiiiimnrstt	[interimistic, trimesitinic]
aaciilnoprtt	[antitropical, practitional]
ceeeilpprtvy	[perceptively, preceptively]
acehhinopprt	[nephropathic, phrenopathic]
adeeenprrtuv	[peradventure, preadventure]
adiiimnorstt	[mistradition, traditionism]
degghloooryy	[geohydrology, hydrogeology]
celnooprrstu	[preconsultor, supercontrol]
accehiilmotv	[chemicovital, vitochemical]
adeehmnooprt	[dermatophone, herpetomonad]
deelnoprstuy	[pseudelytron, unproselyted]
ceelnoprrtuy	[colpeurynter, counterreply]
aeeiinrstttu	[intersituate, tenuistriate]
acilnooprstu	[patroclinous, pratincolous]
aceiilnnoprt	[nonpearlitic, pratincoline]
accelmopstuy	[capsulectomy, scapulectomy]
cdehilloopry	[policyholder, polychloride]
aeiinnoprstu	[resupination, uranospinite]
abeeilnssstu	[subessential, suitableness]
aaceghimnopr	[anemographic, phanerogamic]
aceiiopprrtt	[precipitator, prepatriotic]
aabdeillmopt	[palmatilobed, palmilobated]
ceeehlnoopps	[nepheloscope, Phonelescope]
ceeeimorrstt	[crestmoreite, stereometric]
cceeillnoort	[collectioner, recollection]
acdhiiloopsu	[acidophilous, aphidicolous]
aceimooprstz	[spermatozoic, zoospermatic]
aaellnprstty	[platysternal, transeptally]
aeehiinorttz	[etherization, heterization]
cdeeehmnoprr	[comprehender, recomprehend]
aaeeinoprstx	[exasperation, xenoparasite]
aaeeinoprstt	[antiprotease, entoparasite]
acchiooprstt	[octastrophic, postthoracic]
aceimnnoprtu	[importunance, unimportance]
aaeilmnnrtuy	[anteluminary, unalimentary]
aaelnnprrstt	[retransplant, transplanter]
aacceinnorst	[Narcaciontes, transoceanic]
accehilmopry	[microcephaly, pyrochemical]
accehilmoprs	[accomplisher, reaccomplish]
bdeghhoorrtu	[Thoroughbred, thoroughbred]
aghimnooprst	[gramophonist, monographist]
cehhimopssty	[psychotheism, theopsychism]
adeeinnrsttu	[unreinstated, unstraitened]
eeiinnnorttv	[intervention, introvenient]
aacdeflmooru	[caudofemoral, femorocaudal]
eeinooprssss	[possessioner, repossession]
aaacemnrrsty	[Sacramentary, sacramentary]
aacceehlortt	[ceratothecal, chloracetate]
abefiilmoort	[femorotibial, tibiofemoral]
abdehmoorrty	[bromohydrate, hydrobromate]
chimooopprrt	[morphotropic, protomorphic]
ceeeiprrssuv	[repercussive, superservice]
acghhoprrsyy	[chrysography, psychorrhagy]
eeiilmprssvy	[impressively, permissively]
eeffgilnorrw	[fingerflower, fringeflower]
aceeeinnprrt	[irrepentance, pretercanine]
aacehillmpty	[empathically, emphatically]
eeilmnorstuv	[multinervose, volunteerism]
eeiimnoprrss	[reimpression, repermission]
aabiiinqrtuu	[Ubiquitarian, ubiquitarian]
aacdemnoosty	[adenocystoma, cystoadenoma]
aehmnnooptty	[nematophyton, tenontophyma]
abceeelnptux	[unexceptable, unexpectable]
aeeeflmnssss	[famelessness, selfsameness]
cehiioprrstu	[courtiership, peritrichous]
acdelnoorrst	[centrodorsal, dorsocentral]
aaceehlnpttu	[Pentateuchal, pentateuchal]
abcinnoorttu	[conturbation, obtruncation]
aceehmnrrstt	[stretcherman, trenchmaster]
ceeinnnoortv	[conventioner, reconvention]
aadeiilnortv	[derivational, revalidation]
aaciiinnottv	[inactivation, vaticination]
cdeinooprrtu	[proreduction, reproduction]
acelnoorsstt	[costosternal, sternocostal]
aaacdellortu	[caudolateral, laterocaudal]
aceilmmnoort	[metronomical, monometrical]
aeghhoopprrt	[photographer, rephotograph]
chimmnoopssy	[monopsychism, psychomonism]
aacceehinrst	[Rachianectes, Rhacianectes]
adeiilnoopst	[depositional, despoliation]
acehilmoopty	[homeotypical, polymetochia]
ceghiilnoopr	[oligonephric, oligophrenic]
ceeinoprrssu	[percussioner, repercussion]
aaaceilnnrst	[Alcantarines, Lancasterian]
aceinnoorstv	[conservation, conversation]
acdeinooprrt	[adrenotropic, incorporated]
aaceilmmnort	[commentarial, manometrical]
aeiinnorsttt	[interstation, strontianite]
aaaegllnnott	[gallotannate, tannogallate]
ceeghinoptty	[phytogenetic, pythogenetic]
ceeinpsstuuv	[unsusceptive, unsuspective]
aaceiloprstt	[poetastrical, spectatorial]
aacehilnopst	[lipsanotheca, sphacelation]
accefiiorrtt	[certificator, rectificator]
addeeinrstuv	[disadventure, unadvertised]
aehilooprstt	[strophiolate, theatropolis]
eeinnoprsstu	[serpentinous, supertension]
abefimnoorru	[fibroneuroma, neurofibroma]
ccciilnnooot	[clonicotonic, tonicoclonic]
aceeemnoprtt	[compenetrate, contemperate]
cceeinoorrrt	[correctioner, recorrection]
cdehiiooprst	[cheiropodist, coeditorship]
aaaegikmnoort	[angiokeratoma, keratoangioma]
eiiimmnoprsss	[impressionism, misimpression]
aaegiimnnortz	[Germanization, germanization]
acdehilloppsu	[diplocephalus, pseudophallic]
abhiilnoopstt	[botanophilist, philobotanist]
deghiiinrsstu	[distinguisher, redistinguish]
aaaeeghilmopt	[hepatomegalia, megalohepatia]
eeiilmnorstuy	[myeloneuritis, neuromyelitis]
abdeeelnrssss	[beardlessness, breadlessness]
acdhmmnooorxy	[chondromyxoma, myxochondroma]
ceeeilmnrssss	[crimelessness, mercilessness]
aaceiilnnortt	[interactional, intercalation]
aaachllmnorsy	[lachrymonasal, nasolachrymal]
aacgiiilnnotz	[Anglicization, anglicization]
aciilnnorsttu	[instructional, nonaltruistic]
aaceiillmnssy	[Messianically, messianically]
ccceooprssttu	[Streptococcus, streptococcus]
aeefginorrstu	[argentiferous, garnetiferous]
aacccehmorssy	[Saccharomyces, saccharomyces]
adeeiinorrstt	[endoarteritis, sideronatrite]
aaehiinpprrst	[paranephritis, paraphrenitis]
abccillorstuy	[scorbutically, subcortically]
aaeellnorrttv	[lateroventral, ventrolateral]
aceeehilmorst	[cholesteremia, heteroecismal]
aceehlloppstu	[Leptocephalus, leptocephalus]
deehhimnoopst	[ethmosphenoid, sphenoethmoid]
cdeeiinoprrst	[prediscretion, redescription]
acdehloooppsu	[cephalopodous, podocephalous]
aacdeehiilnop	[Deinocephalia, palaeechinoid]
aaceehilmpsty	[hemicatalepsy, mesaticephaly]
aaghinoprrstu	[guarantorship, uranographist]
aaccdehinoprr	[nephrocardiac, phrenocardiac]
aaccfiiinorst	[sacrification, scarification]
aceeinorsssuv	[oversauciness, veraciousness]
aceiilnoprsst	[personalistic, pictorialness]
eiinoopprsstu	[resupposition, superposition]
cciiloooprstt	[coloproctitis, proctocolitis]
acdeeiimnoprt	[pedometrician, premedication]
aabceeehlnsst	[cheatableness, teachableness]
ciimmnoooprss	[compromission, procommission]
aabcceiillorv	[cervicolabial, labiocervical]
ceeiimnopprst	[misperception, perceptionism]
acceiilmnoort	[iconometrical, intracoelomic]
aceeiimoppsty	[pyosepticemia, septicopyemia]
aiiinnnoosttv	[innovationist, nonvisitation]
accdeiloorrsv	[cervicodorsal, dorsocervical]
aaehnnoprstty	[parasyntheton, thysanopteran]
aaaceghiloprr	[aerographical, areographical]
aeggilnnnooru	[ganglioneuron, neuroganglion]
aegiinnorrtuy	[genitourinary, urinogenitary]
ceeiilnoorstt	[coloenteritis, enterocolitis]
acdhilmnooopr	[chondrolipoma, lipochondroma]
abcceilmostty	[blastomycetic, cytoblastemic]
acceefiiirttv	[certificative, rectificative]
aabeiilmnntuy	[unamenability, unnameability]
aacdeilllmnou	[incudomalleal, malleoincudal]
acghiiilnoost	[angiocholitis, cholangioitis]
aabccilllostu	[Lactobacillus, lactobacillus]
acchimoopssty	[psychosomatic, somatopsychic]
aehmnnoopptuy	[pneumatophony, pneumonopathy]
bceiilnoprrtu	[Incorruptible, incorruptible]
beeeflnnooruz	[benzofluorene, fluorobenzene]
aaceghioprstt	[gastrohepatic, hepatogastric]
aaceilnrrstuv	[intervascular, vernacularist]
aabeilmnoprtu	[perambulation, preambulation]
aaadeglnnprrt	[grandparental, grandpaternal]
aceilmooprstu	[micropetalous, somatopleuric]
acdiiimnorrst	[discriminator, doctrinairism]
acdeloprsttuy	[Dactylopterus, Pterodactylus]
aaeiloopprrrt	[propraetorial, Protoperlaria]
abceelnnorsuv	[unconservable, unconversable]
achimnooprrst	[micranthropos, promonarchist]
dehiloopprstu	[protosulphide, sulphoproteid]
abcefinoorrsu	[Carboniferous, carboniferous]
bcghilooopsyy	[biopsychology, psychobiology]
cceefiiinprst	[interspecific, prescientific]
aciiilmnnortu	[anticlinorium, inclinatorium]
aaaiinorrtttz	[Tartarization, tartarization]
aceehhinopprt	[hepatonephric, phrenohepatic]
eeiimnoprsssx	[expressionism, misexpression]
ceiilopssttyy	[cystopyelitis, pyelocystitis]
degiilooprstt	[dipterologist, pteridologist]
aacegiilnosvv	[vaginovesical, vesicovaginal]
aceeilmoorstt	[osteometrical, stereotomical]
aceiiimnnorrt	[intermorainic, recrimination]
admoooopssttu	[podostomatous, stomatopodous]
aacefiiilmnot	[amelification, maleficiation]
adeeginorrrtt	[redintegrator, retrogradient]
cceeiimoppsty	[pyosepticemic, septicopyemic]
aacfiiilmnopt	[amplification, palmification]
acdeenorrsttu	[countertrades, unstercorated]
accdhlnooorst	[chondrocostal, costochondral]
aacccefiilorv	[cervicofacial, faciocervical]
ceeiimnooprtt	[competitioner, recompetition]
aciilprrsttuy	[Scripturality, scripturality]
adehhloprstuy	[hydrosulphate, sulphohydrate]
acceloopsstuu	[Auscultoscope, auscultoscope]
aacgghilloopr	[graphological, logographical]
aaeegillmnops	[megalosplenia, splenomegalia]
acceeilorrtuv	[overcirculate, uterocervical]
beeiilmnprssu	[unimpressible, unpermissible]
aacfgiiillnot	[Gallification, gallification]
aehiiorrssttt	[arthrosteitis, ostearthritis]
accefiiorrtty	[certificatory, rectificatory]
ceeeiklnprstu	[unspecterlike, unspectrelike]
acceehilmoprt	[cephalometric, petrochemical]
aciilprrssttu	[Scripturalist, scripturalist]
aaacehilmnoor	[aeolharmonica, chloroanaemia]
aeehioorssttu	[autoheterosis, Heteroousiast]
achiimnnoortt	[ornithomantic, orthantimonic]
aciilmprrsstu	[Scripturalism, scripturalism]
abfilnooorrtt	[frontoorbital, orbitofrontal]
bceeilnpsstuu	[unsusceptible, unsuspectible]
aegiiinnosttv	[investigation, tenovaginitis]
aabelmoprrtuy	[perambulatory, preambulatory]
aeeeinnsstttv	[attentiveness, tentativeness]
acgiilnnorruu	[cruroinguinal, inguinocrural]
cdeeeilmorrst	[dermosclerite, sclerodermite]
acdlmnooostuy	[condylomatous, monodactylous]
aceehinoprrst	[Terpsichorean, terpsichorean]
abcccceiloruv	[buccocervical, cervicobuccal]
aeghlmnooopsu	[megalophonous, omphalogenous]
acdeeiinorstv	[considerative, devisceration]
acemooprsttty	[cryptostomate, prostatectomy]
eggiimnossstu	[missuggestion, suggestionism]
aaabccfhiilor	[brachiofacial, faciobrachial]
deeeinnprrstu	[superintender, unenterprised]
adegiimooprst	[diageotropism, geodiatropism]
abceefiilnrtu	[uncertifiable, unrectifiable]
aeefiinnoorrrt	[anteroinferior, inferoanterior]
aaacccimnoorrs	[carcinosarcoma, sarcocarcinoma]
aceeilloprrsuv	[pleurovisceral, visceropleural]
aaefilnooprrtt	[frontoparietal, parietofrontal]
beiiiilmprssty	[impressibility, permissibility]
cehinooprsssuy	[neuropsychosis, psychoneurosis]
cehinooprsssty	[cystonephrosis, nephrocystosis]
aacdghimnnooor	[angiochondroma, chondroangioma]
aeeilnoorrsstu	[salinoterreous, soliterraneous]
aegimmnooprstu	[protomagnesium, spermatogonium]
abceeloorrsttv	[costovertebral, vertebrocostal]
adeehhhillmoor	[hemiholohedral, holohemihedral]
acchiillnooprt	[chloroplatinic, platinochloric]
eehiilnopprsty	[nephropyelitis, pyelonephritis]
beehiilmoprstt	[metrophlebitis, phlebometritis]
cceeehilmorrtt	[electrothermic, thermoelectric]
dehhinooprrssy	[hydronephrosis, nephrohydrosis]
aaaiimnnnorstt	[transamination, transanimation]
aeeinooprrrstu	[anterosuperior, superoanterior]
ehhillnoprrtyy	[erythrophyllin, phylloerythrin]
aaaacdiillprsy	[paradisaically, paradisiacally]
accdehiilmopsy	[medicophysical, physicomedical]
aeeghhloopprtt	[phototelegraph, telephotograph]
aceeghillooprt	[herpetological, pretheological]
acdeeinnnoorst	[nondesecration, recondensation]
ahinnopprrtuux	[purpuroxanthin, xanthopurpurin]
aadeeenorrsttt	[dentatoserrate, serratodentate]
aaeegiilnnoprv	[perineovaginal, vaginoperineal]
accchloopsstuy	[Staphylococcus, staphylococcus]
adeeehilnooprt	[radiotelephone, teleradiophone]
aeeiillnnoprtt	[interpellation, interpollinate]
aaceiiilnosttt	[silicotitanate, titanosilicate]
aaceilnnoorstv	[conservational, conversational]
aceiiilnrsstuv	[Universalistic, universalistic]
abcelmoossttuy	[blastomycetous, cytoblastemous]
aaeeiilnoprrtz	[prerealization, proletarianize]
ceiinnoorstttu	[constitutioner, reconstitution]
eeegiimnoprsss	[geissospermine, spermiogenesis]
adefiilnoorttu	[rotundifoliate, titanofluoride]
aacddehmnnooor	[adenochondroma, chondroadenoma]
cdeiiloorrssuu	[ludicroserious, serioludicrous]
aaelmoopqrsstu	[petrosquamosal, squamopetrosal]
eeeeinnprssstv	[presentiveness, pretensiveness]
aaaaceimnnrrst	[Sacramentarian, sacramentarian]
aeiiinoprstttx	[extirpationist, sextipartition]
accdeeilmnorty	[dynamoelectric, electrodynamic]
aeiiinnoprrstt	[interspiration, repristination]
aabceelorrrstv	[sacrovertebral, vertebrosacral]
aceeiilnnorstt	[intersectional, intraselection]
aaciiimnoossst	[associationism, misassociation]
addeejjlnnoouu	[duodenojejunal, jejunoduodenal]
accceeiilorsvv	[cervicovesical, vesicocervical]
eeeeimnprrrsst	[misrepresenter, remisrepresent]
aaciillnrsttuy	[naturistically, unartistically]
aaceghilopprrt	[petrographical, pterographical]
aceegilmnnoort	[inconglomerate, nongeometrical]
aabeeelmnnnssu	[unamenableness, unnameableness]
ccgiiilnossttu	[silicotungstic, tungstosilicic]
abcehhiilmrtuu	[Baluchitherium, baluchitherium]
aeflmnoooprrtt	[frontotemporal, temporofrontal]
abcdfhimnooorr	[chondrofibroma, fibrochondroma]
aaccghilnopsvy	[galvanopsychic, psychogalvanic]
aaadghiooprrtu	[autoradiograph, radioautograph]
aadeeinnostttu	[dentatosinuate, sinuatodentate]
aabeilnoprrttu	[perturbational, protuberantial]
aaeiiilnorttvz	[relativization, revitalization]
abdeeghinnrrtu	[thunderbearing, underbreathing]
eeeiimnprssssv	[impressiveness, permissiveness]
aaadiiilnnrttu	[altitudinarian, latitudinarian]
bcdfhilooorruy	[borofluohydric, hydrofluoboric]
aaacchiilnrstt	[antarchistical, charlatanistic]
acdegiillooprt	[dipterological, pteridological]
adellnoorrstvy	[dorsoventrally, ventrodorsally]
acegilllooprty	[petrologically, pterylological]
aabeghhmooprrrt	[barothermograph, thermobarograph]
addeeimnnrrsstu	[misunderstander, remisunderstand]
aeegiinorrssttt	[enterogastritis, gastroenteritis]
cciimnnoorssttu	[constructionism, misconstruction]
aaadghiooprrtuy	[autoradiography, radioautography]
aaceeghimnoprrt	[cinematographer, megachiropteran]
adeiilnorrssttx	[dextrosinistral, sinistrodextral]
aehmnooopprtuxy	[pneumopyothorax, pyopneumothorax]
aeeiilnnopprtty	[Plenipotentiary, plenipotentiary]
aacghhmooopprrt	[macrophotograph, photomacrograph]
ehhilmnoooprtty	[lithonephrotomy, nephrolithotomy]
bceeiiilmpprrst	[imperscriptible, imprescriptible]
eegiiilmmnnosty	[meningomyelitis, myelomeningitis]
aeiimnnoprrssst	[pretransmission, transimpression]
cehiiorrsstttuy	[cystourethritis, urethrocystitis]
aaabdgiilmnnoov	[abdominovaginal, vaginoabdominal]
acceffhiiinnort	[Frenchification, frenchification]
acccehhiilmopsy	[chemicophysical, physicochemical]
aaeeilmoopprrtt	[parietotemporal, temporoparietal]
adeehhilmnoopst	[ethmosphenoidal, sphenoethmoidal]
acdeeiimmoorrrt	[microradiometer, radiomicrometer]
accceeiiilmssst	[ecclesiasticism, misecclesiastic]
aaceeiiloprrstv	[parietovisceral, visceroparietal]
acghhimooopprrt	[microphotograph, photomicrograph]
aaceiiillmnostu	[aluminosilicate, silicoaluminate]
aeeghhloopprtty	[phototelegraphy, telephotography]
aabceilmnootttu	[columbotitanate, titanocolumbate]
aadeeehhnorrttx	[hexatetrahedron, tetrahexahedron]
aghhoooppprttyy	[phototypography, phytotopography]
aabcdeiilmnoosv	[abdominovesical, vesicoabdominal]
eefiinoooprrrst	[inferoposterior, posteroinferior]
abccgiiilloooos	[biosociological, sociobiological]
acceeegilmnortt	[electromagnetic, magnetoelectric]
ccehimoooopprst	[microphotoscope, photomicroscope]
aceiinnoorssttv	[conservationist, conversationist]
aaccehiillrstuy	[Eucharistically, eucharistically]
aacefgiiimnnort	[Germanification, remagnification]
beeeiilmnprssss	[impressibleness, permissibleness]
adeeimnoorrsstu	[dermatoneurosis, neurodermatosis]
eeiooopprrrsstu	[posterosuperior, superoposterior]
accfiilnoooprtt	[frontooccipital, occipitofrontal]
ceeeeelooprsstt	[stereotelescope, telestereoscope]
acegiilnosstttu	[silicotungstate, tungstosilicate]
aacddeeiloprtty	[Dactylopteridae, Pterodactylidae]
aabceeelnnrsstu	[uncreatableness, untraceableness]
abeeelnorrrsttv	[sternovertebral, vertebrosternal]
acceiilmooopprtt	[occipitotemporal, temporooccipital]
bceeiilnnoorrttv	[incontrovertible, introconvertible]
aaccceelnooorrsu	[calcareocorneous, corneocalcareous]
cghhiloooppssyyy	[physiopsychology, psychophysiology]
aeeghhooopprrstt	[photostereograph, stereophotograph]
aabdeeiilmnnotxz	[antibenzaldoxime, benzantialdoxime]
cehilmnoopprrsuu	[monopersulphuric, permonosulphuric]
aaellmnooopprsty	[laparosplenotomy, splenolaparotomy]
aceeghhloopprsty	[glycerophosphate, phosphoglycerate]
acdhhiinoorrrstt	[arthrochondritis, chondroarthritis]
aabcfimmooorrsxy	[fibromyxosarcoma, myxofibrosarcoma]
aghhiiinnoprrsty	[pharyngorhinitis, rhinopharyngitis]
aaacdghiiooprrtu	[autoradiographic, radioautographic]
aaccdeeillmnorty	[dynamoelectrical, electrodynamical]
cceeeeloopprsstt	[spectrotelescope, telespectroscope]
aeeeglmooprrrtuy	[pyeloureterogram, ureteropyelogram]
aaceeiinnnoppttt	[pectinatopinnate, pinnatopectinate]
aceeiiilnnossttv	[intestinovesical, vesicointestinal]
cehiiooprrsssttt	[streptothricosis, streptotrichosis]
aaceghillopprrty	[petrographically, pterylographical]
acghhimooopprrty	[microphotography, photomicrography]
accdefhiinorrryy	[ferrihydrocyanic, hydroferricyanic]
aacchilmnnoopsst	[somatosplanchnic, splanchnosomatic]
aeghhhilooopprty	[heliophotography, photoheliography]
abccghiillooopsy	[biopsychological, psychobiological]
acghhhnoooopprrt	[chronophotograph, photochronograph]
aaaeilmoopqrsstu	[parietosquamosal, squamosoparietal]
aeehhmmnoooprtux	[hemopneumothorax, pneumohemothorax]
cceghhlnooopstyy	[psychotechnology, technopsychology]
accdefhinoorrryy	[ferrohydrocyanic, hydroferrocyanic]
aghhhilooopprtty	[lithophotography, photolithography]
ceeeegillmmnnooy	[meningomyelocele, myelomeningocele]
aceeghhiloopprtt	[phototelegraphic, telephotographic]
acfgiiimnnoorstu	[configurationism, misconfiguration]
aacccillorrstuuu	[sacculoutricular, utriculosaccular]
aceeehiillmnopsty	[encephalomyelitis, myeloencephalitis]
acghhhilmoooprrty	[chromolithography, lithochromography]
aacccceehhiilmmno	[chemicomechanical, mechanicochemical]
adehhmnoooprrtuxy	[hydropneumothorax, pneumohydrothorax]
aeeeiimnnoprrsstt	[misrepresentation, representationism]
acghhhnoooopprrty	[chronophotography, photochronography]
ceehmmmooorsttyyy	[hysteromyomectomy, myomohysterectomy]
accghhiimooopprrt	[microphotographic, photomicrographic]
aciiilmnnoosstttu	[constitutionalism, misconstitutional]
aaehlmoooprrsttyy	[hysterolaparotomy, laparohysterotomy]
ccceeimooopprrsst	[microspectroscope, spectromicroscope]
aaccceeiilloorssu	[calcareosiliceous, siliceocalcareous]
aacceeegillmnortt	[electromagnetical, magnetoelectrical]
aceeghiiilmnnopst	[cephalomeningitis, meningocephalitis]
aacdeehhiknoorstx	[hexakisoctahedron, octakishexahedron]
aacdeeiillopprrru	[pericardiopleural, pleuropericardial]
acdegiilmoooopsuy	[dioeciopolygamous, polygamodioecious]
aaaabchiimnoprrst	[basiparachromatin, Marsipobranchiata]
bceeegiiimnnorrst	[cerebromeningitis, meningocerebritis]
aaaegghllnnoprryy	[laryngopharyngeal, pharyngolaryngeal]
acghhhmoooopprrty	[chromophotography, photochromography]
aacdeeehiillmntty	[acetmethylanilide, methylacetanilide]
accghhhinoooopprrt	[chronophotographic, photochronographic]
ceeeeehlmmoorrrttt	[electrothermometer, thermoelectrometer]
cdehiiiiinooorrstt	[chorioidoretinitis, retinochorioiditis]
aaeeeghlmmnoorrttv	[galvanothermometer, thermogalvanometer]
aagghiilnnoprrstyy	[laryngopharyngitis, pharyngolaryngitis]
aadeeehhiknorrsttx	[hexakistetrahedron, tetrakishexahedron]
addeiimmooopsstvyy	[epididymovasostomy, vasoepididymostomy]
aaccdhmmnoooorrsxy	[chondromyxosarcoma, myxochondrosarcoma]
acceghillnoooprsuy	[neuropsychological, psychoneurological]
aaceghlmnooorrttyy	[laryngotracheotomy, tracheolaryngotomy]
aacccghiiilllnooopt	[clinicopathological, pathologicoclinical]
aceeeghiiilmnnnopst	[encephalomeningitis, meningoencephalitis]
aacccdeehiiinopprrr	[pericardiacophrenic, phrenicopericardiac]
aaegghmooooprssstty	[esophagogastrostomy, gastroesophagostomy]
aaaccghiilmnooooptt	[anatomicopathologic, pathologicoanatomic]
accghhiilloooppssyy	[physiopsychological, psychophysiological]
bceiiiilnnoorrtttvy	[incontrovertibility, introconvertibility]
aaabeggillllnooorssy	[glossolabiolaryngeal, labioglossolaryngeal]
acceeeeeghillmnnnoop	[encephalomeningocele, meningoencephalocele]
aaccghiiilmnoooopsty	[anatomicophysiologic, physiologicoanatomic]
acghhhhilmooooopprrtt	[chromophotolithograph, photochromolithograph]
aaabegghilllnoooprssy	[glossolabiopharyngeal, labioglossopharyngeal]
aaccddeeemnnoooprttuy	[duodenopancreatectomy, pancreatoduodenectomy]
aaaaccghiillmnooooptt	[anatomicopathological, pathologicoanatomical]
ccddeehlmnooooossttuyy	[cholecystoduodenostomy, duodenocholecystostomy]
acddeehiimmnoopprrruuy	[hydropneumopericardium, pneumohydropericardium]
